ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,USER_RESP,USER_CORR
SUBJECT37,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT37,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT37,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT37,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT37,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT37,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT37,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT37,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT85,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT89,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT89,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT89,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT89,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT89,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT89,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT89,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT89,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT89,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT157,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT157,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT59,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT59,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT61,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT61,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT199,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT91,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT91,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT125,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT125,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT18,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT18,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT31,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT31,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT171,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT171,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT81,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT81,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT80,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT174,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT174,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT23,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT23,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT133,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT133,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT151,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
